xml:id	chars	head	bibl
MG-1687-12_013	7332	[Lettre curieuse]	Mercure Galant, décembre [tome 17], 1687, p. 13-27
MG-1687-12_033	9211	Portrait du pur Amour, A l’insensible Amarillis	Mercure Galant, décembre [tome 17], 1687, p. 33-53
MG-1687-12_100	4658	[Le faux Noble. Conte]	Mercure Galant, décembre [tome 17], 1687, p. 100-109
MG-1687-12_199	3215	Eglogue	Mercure Galant, décembre [tome 17], 1687, p. 199-205
MG-1687-12_205	971	[Sur le recueil d’églogues de Fontenelle]*	Mercure Galant, décembre [tome 17], 1687, p. 205-207
MG-1687-12_223	1167	L’Asne et l’Avare	Mercure Galant, décembre [tome 17], 1687, p. 223-225
MG-1687-12_230	1010	[Sur le livre de Bouhours De la manière de bien penser dans les Ouvrages d’esprit suivi d'un Madrigal]*	Mercure Galant, décembre [tome 17], 1687, p. 230-231
MG-1687-12_231	11629	[Histoire]	Mercure Galant, décembre [tome 17], 1687, p. 231-256
MG-1687-12_280	778	[Etablissement de l'Opera à Lion]	Mercure Galant, décembre [tome 17], 1687, p. 280-282
MG-1687-12_334	358	[Sur le livre Le chevalier à la Mode, & la Desolation des Joueuses]*	Mercure Galant, décembre [tome 17], 1687, p. 334
MG-1688-01_000	2745	Avis	Mercure Galant, janvier [tome 1], 1688, p. I-IV
MG-1688-01_007	1445	[Prélude]	Mercure Galant, janvier [tome 1], 1688, p. 7-10
MG-1688-01_024	1185	Alla Maesta Chrisianissima di Ludovico XIV. Il Grande, invittissimo Rè delle Francie. Sonetto	Mercure Galant, janvier [tome 1], 1688, p. 24-27
MG-1688-01_038	1136	[Feste de Sainte Cecile celebrée pour la premiere fois à Versailles par les Musiciens du Roy]	Mercure Galant, janvier [tome 1], 1688, p. 38-40
MG-1688-01_040	3502	[Prix proposez par Mrs de l’Academie d’Angers]	Mercure Galant, janvier [tome 1], 1688, p. 40-47
MG-1688-01_081	2475	Stances	Mercure Galant, janvier [tome 1], 1688, p. 81-86
MG-1688-01_099	3822	[Lettre en Vers à un Amy irresolu s’il se mariroit]	Mercure Galant, janvier [tome 1], 1688, p. 99-106
MG-1688-01_107	3532	[Description exacte du Couronnement de l'Archiduc Joseph, aujourd'huy Roy de Hongrie]	Mercure Galant, janvier [tome 1], 1688, p. 107-126
MG-1688-01_140	12865	[Histoire]	Mercure Galant, janvier [tome 1], 1688, p. 140-166
MG-1688-01_167	2710	L’Hyver. Idille de Madame des Houlieres, à Mr Lucas	Mercure Galant, janvier [tome 1], 1688, p. 167-172
MG-1688-01_197	2725	[Etablissement de trois Paroisses à Strasbourg, avec les Ceremonies de l'ouverture de celle de S. Estienne, & le Discours qui a esté prononcé en cette occasion]	Mercure Galant, janvier [tome 1], 1688, p. 197-216
MG-1688-01_217	961	[Mariage de Mr le Marquis du Chatelet, & de Mademoiselle de Bellefond]*	Mercure Galant, janvier [tome 1], 1688, p. 217-218
MG-1688-01_230	1914	[Tout ce qui s'est passé à la reduction d'Agria]	Mercure Galant, janvier [tome 1], 1688, p. 230-240
MG-1688-01_323	171	[Explications des énigmes précédentes]*	Mercure Galant, janvier [tome 1], 1688, p. 323
MG-1688-01_329	803	Enigme	Mercure Galant, janvier [tome 1], 1688, p. 329-331
MG-1688-01_331	1240	Autre Enigme	Mercure Galant, janvier [tome 1], 1688, p. 331-333
MG-1688-01_334	1122	[Mariage de Mr le Marquis de Florensac avec Mademoiselle de Senecterre]	Mercure Galant, janvier [tome 1], 1688, p. 334-336
MG-1688-01_336	1328	Pour Mademoiselle de Senecterre	Mercure Galant, janvier [tome 1], 1688, p. 336-338
MG-1688-01_339	891	[Poësies Pastorales de M. de Fontenelle]	Mercure Galant, janvier [tome 1], 1688, p. 339-340
MG-1688-01_341	1442	[Regulus, Tragédie]	Mercure Galant, janvier [tome 1], 1688, p. 341-342
MG-1688-01_353_	307	Catalogue des livres nouveaux	Mercure Galant, janvier [tome 1], 1688, n.p.
MG-1688-02_000	2737	Avis	Mercure Galant, février, 1688, p. I-IV
MG-1688-02_007	17319	[Discours sur la Gloire]	Mercure Galant, février, 1688, p. 7-41
MG-1688-02_051	932	[Mort de M. le Noble]*	Mercure Galant, février, 1688, p. 51-53
MG-1688-02_053	4511	[Lettre]	Mercure Galant, février, 1688, p. 53-61
MG-1688-02_061	2796	[Eglogue]	Mercure Galant, février, 1688, p. 61-67
MG-1688-02_099	5080	[Vers en maniere de petit Opera, propres à mettre en chant]	Mercure Galant, février, 1688, p. 99-110
MG-1688-02_121	2616	Le Quinquina d’Amour	Mercure Galant, février, 1688, p. 121-126
MG-1688-02_128	6942	[Galanterie]	Mercure Galant, février, 1688, p. 128-141
MG-1688-02_146	564	[Jetons]*	Mercure Galant, février, 1688, p. 146-147
MG-1688-02_147	2750	[Vers de Petonne à sa Maistresse]	Mercure Galant, février, 1688, p. 147-152
MG-1688-02_152	8999	[Histoire]	Mercure Galant, février, 1688, p. 152-170
MG-1688-02_170	3891	[Lettre écrite de Ratisbonne]	Mercure Galant, février, 1688, p. 170-184
MG-1688-02_308	1345	[Livres nouveaux]	Mercure Galant, février, 1688, p. 308-310
MG-1688-03_025	4031	[Suite des divertissemens du Carnaval]	Mercure Galant, mars, 1688, p. 25-33
MG-1688-03_168	3881	[Epistre en Vers]	Mercure Galant, mars, 1688, p. 168-176
MG-1688-03_176	4647	[Article tres curieux de tout ce qui se passe à Rome aux Ceremonies funebres des Cardinaux]	Mercure Galant, mars, 1688, p. 176-201
MG-1688-03_202	829	[Mort de Jean-Baptiste de Brosses-le-Roy]*	Mercure Galant, mars, 1688, p. 202-203
MG-1688-03_210	3490	[Epithalame pour le Mariage de M. le Président le Pelletier]	Mercure Galant, mars, 1688, p. 210-217
MG-1688-03_219	4613	[Action publique de M. l’Abbé de Louvois]	Mercure Galant, mars, 1688, p. 219-229
MG-1688-03_237	689	[Réjoüissances faites à Mets]	Mercure Galant, mars, 1688, p. 237-238
MG-1688-03_247	806	[Nouvelle Histoire de Siam]	Mercure Galant, mars, 1688, p. 247-249
MG-1688-03_249	27987	[Tout ce qui s’est passé à l’Academie Françoise le jour de la Reception de M. Testu, avec les Discours qui y ont esté prononcez]	Mercure Galant, mars, 1688, p. 249-303
MG-1688-03_304	1130	[Medailles d’or du Roy, proposées pour prix de l’Eloquence & de la Poësie Françoise par l’Academie de Villefranche]	Mercure Galant, mars, 1688, p. 304-305
MG-1688-03_305	887	[Mort de Mademoiselle de Guise]	Mercure Galant, mars, 1688, p. 305-306
MG-1688-03_316	820	[Procession pour la Reduction de Paris]	Mercure Galant, mars, 1688, p. 316-317
MG-1688-03_317	3115	[Opera representé au College de Loüis le Grand]	Mercure Galant, mars, 1688, p. 317-322
MG-1688-03_322	1247	[Opera de Lyon]	Mercure Galant, mars, 1688, p. 322-323
MG-1688-03_323	816	[Flore & Zephire. Opera]	Mercure Galant, mars, 1688, p. 323-324
MG-1688-03_324	1878	[Mary jaloux]	Mercure Galant, mars, 1688, p. 324-327
MG-1688-03_327	2711	[Livres nouveaux]	Mercure Galant, mars, 1688, p. 327-331
MG-1688-03_347	934	Le Libraire au Lecteur	Mercure Galant, mars, 1688, p. 347-[348]
MG-1688-04a_007	4256	[Epistre en Vers au Roy]	Mercure Galant, avril, première partie, 1688, p. 7-16
MG-1688-04a_016	2283	[Ceremonies observées aux Mariages faits en Pologne]	Mercure Galant, avril, première partie, 1688, p. 16-22
MG-1688-04a_046	3647	[Vers sur le départ de M. le Comte & de Madame la Comtesse de Montaigu, aprés avoir fait un long sejour en Bourgogne]	Mercure Galant, avril, première partie, 1688, p. 46-53
MG-1688-04a_056	10239	[Prix de l'Arquebuse proposé à cinquante Villes differentes par Mrs de la Ville d'Autun]	Mercure Galant, avril, première partie, 1688, p. 56-96
MG-1688-04a_109	695	[Mort de M. Louïs Rose de Coye]*	Mercure Galant, avril, première partie, 1688, p. 109-110
MG-1688-04a_110	459	[Mort de Madeleine Danguechin]*	Mercure Galant, avril, première partie, 1688, p. 110-111
MG-1688-04a_115	2141	[Lettre de M. de Comiers, touchant la Conduite, & Elevation des Eaux, & tout ce qui concerne les Jets d’eau]	Mercure Galant, avril, première partie, 1688, p. 115-116, 135-136, 167-168
MG-1688-04a_176	5244	[Essay de Pastorale pour un Concert]	Mercure Galant, avril, première partie, 1688, p. 176-187
MG-1688-04a_255	9699	[Histoire]	Mercure Galant, avril, première partie, 1688, p. 255-275
MG-1688-04a_276	1285	[Parfaite connoissance des Fleurs]	Mercure Galant, avril, première partie, 1688, p. 276-278
MG-1688-04a_278	785	[Madrigal]	Mercure Galant, avril, première partie, 1688, p. 278-280
MG-1688-04a_297	4005	[Mort de M. de Charleval et discours sur le livre des Dialogues Satyriques et Moraux]*	Mercure Galant, avril, première partie, 1688, p. 297-306
MG-1688-04a_308	700	[Petits opéras pour Mme la Dauphine]*	Mercure Galant, avril, première partie, 1688, p. 308-309
MG-1688-04a_344	1721	Le Libraire au Lecteur	Mercure Galant, avril, première partie, 1688, p. 344-347
MG-1688-04b_214	1666	[Envoi de l'ambassadeur de l'Empereur à Constatinople]*	Mercure Galant, Histoire de Mahomet IV depossedé, avril, seconde partie, 1688, p. 214-218
MG-1688-04b_295	2114	[Report de la fin de l’histoire concernant la déposition de Mahomet IV]	Mercure Galant, Histoire de Mahomet IV depossedé, avril, seconde partie, 1688, p. 295-298
MG-1688-05a_007	2797	[Récit d'un fait fort singulier, & dont il n'y a point encore eu d'exemple]	Mercure Galant, mai, première partie, 1688, p. 7-14
MG-1688-05a_029	848	[Conferences établies par Mrs les Vicaires Generaux de Soissons, avec un Discours prononcé sur le sujet de ces mesmes Assemblées]	Mercure Galant, mai, première partie, 1688, p. 29-30
MG-1688-05a_038	918	[Ceremonies faites dans l'Eglise de S. Roch, en execution d'une fondation faite pour le Roy]	Mercure Galant, mai, première partie, 1688, p. 38-39
MG-1688-05a_039	2445	[Epistre en Vers à M. le Duc de Montausier]	Mercure Galant, mai, première partie, 1688, p. 39-44
MG-1688-05a_075	4507	[Le trop curieux Mary, Histoire]	Mercure Galant, mai, première partie, 1688, p. 75-83
MG-1688-05a_110	891	[Sur l’auteur d’une lettre touchant les conversions]*	Mercure Galant, mai, première partie, 1688, p. 110-111
MG-1688-05a_142	1775	[Galanterie]	Mercure Galant, mai, première partie, 1688, p. 142-145
MG-1688-05a_160	640	[Mort de Jean-Baptiste Amelot]*	Mercure Galant, mai, première partie, 1688, p. 160-161
MG-1688-05a_188	2835	Reproches à une jeune Mariée	Mercure Galant, mai, première partie, 1688, p. 188-193
MG-1688-05a_193	820	[Nouvelle Methode pour apprendre la Langue Italienne]	Mercure Galant, mai, première partie, 1688, p. 193-195
MG-1688-05a_204	1959	[Nomination de M. Matho en tant que maître de chant de la Dauphine]*	Mercure Galant, mai, première partie, 1688, p. 204-208
MG-1688-05a_208	24264	[Mort de Mr l’Abbé de Furetiere, avec une Lettre de Mr l’Abbé Tallemand l’ainé, contenant un ample & curieux détail de tous les démèlez qu'il a eus avec Messieurs de l'Academie Françoise]	Mercure Galant, mai, première partie, 1688, p. 208-254
MG-1688-05a_269	701	[Mort du Pere Mourgues]*	Mercure Galant, mai, première partie, 1688, p. 269-271
MG-1688-05a_323	891	[Sonnet de l’abbé Tessier sur le déplacement du roi à Maintenon]*	Mercure Galant, mai, première partie, 1688, p. 323-325
MG-1688-05b_000	2864	[A Madame la Duchesse de Noailles]*	Mercure Galant, Suite de l’histoire de Mahomet IV depossedé, mai, seconde partie, 1688, p. I-VIII
MG-1688-05b_IX	2746	Au Lecteur	Mercure Galant, Suite de l’histoire de Mahomet IV depossedé, mai, seconde partie, 1688, p. IX-XII
MG-1688-05b_001	2458	[Sur l’histoire contée de Mahommet IV]*	Mercure Galant, Suite de l’histoire de Mahomet IV depossedé, mai, seconde partie, 1688, p. 1-6
MG-1688-05b_119	1103	[Choses qui se sont passées en 1686 entre les Impériaux et les Othomans]*	Mercure Galant, Suite de l’histoire de Mahomet IV depossedé, mai, seconde partie, 1688, p. 119-120
MG-1688-05b_193	1177	[Sur le livre Histoire de Hongrie]	Mercure Galant, Suite de l’histoire de Mahomet IV depossedé, mai, seconde partie, 1688, p. 193-195
MG-1688-05b_371	1185	[Du rapport de la France avec le Christianorum Gladius]*	Mercure Galant, Suite de l’histoire de Mahomet IV depossedé, mai, seconde partie, 1688, p. 371-373
MG-1688-06a_007	3141	[Prélude]*	Mercure Galant, juin, première partie, 1688, p. 7-14
MG-1688-06a_022	2148	[La presence d’esprit]	Mercure Galant, juin, première partie, 1688, p. 22-26
MG-1688-06a_119	1162	[Etats de Bourgogne tenus à Dijon]	Mercure Galant, juin, première partie, 1688, p. 119-124
MG-1688-06a_127	497	[Ouverture du Prix du Jeu de l'Arquebuse dans la mesme Ville]	Mercure Galant, juin, première partie, 1688, p. 127-128
MG-1688-06a_132	1514	[Traduction]	Mercure Galant, juin, première partie, 1688, p. 132-135
MG-1688-06a_185	1848	[Discours de M. l’Abbé du Jarry sur la vraye Eglise]	Mercure Galant, juin, première partie, 1688, p. 185-188
MG-1688-06a_189	4888	[S’il est plus glorieux de fixer une Coquette ou de toucher une indifferente. Galanterie]	Mercure Galant, juin, première partie, 1688, p. 189-199
MG-1688-06a_207	21669	[Histoire]	Mercure Galant, juin, première partie, 1688, p. 207-252
MG-1688-06a_299	1526	[Prix distribuez à l’Academie d’Angers]	Mercure Galant, juin, première partie, 1688, p. 299-301
MG-1688-06a_301	1350	[Panegyrique Historique du Roy par M. de Caillieres]	Mercure Galant, juin, première partie, 1688, p. 301-302
MG-1688-06a_302	841	[Sur le livre Triomphe du Roy sur la Religion Protestante]	Mercure Galant, juin, première partie, 1688, p. 302-303
MG-1688-06a_334	1384	[Eloges des Personnes illustres de l’Ancien Testament]	Mercure Galant, juin, première partie, 1688, p. 334-335
MG-1688-06a_335	545	Le Libraire au Lecteur	Mercure Galant, juin, première partie, 1688, p. 335-336
MG-1688-07_011	1253	[Discours qui fait voir le merite enfermé dans le titre de Grand]	Mercure Galant, juillet, 1688, p. 11-19
MG-1688-07_019	6912	[La Gloire & le Génie]	Mercure Galant, juillet, 1688, p. 19-33
MG-1688-07_033	9641	[Description de la Feste de Livry]	Mercure Galant, juillet, 1688, p. 33-65
MG-1688-07_082	1889	[Dialogue du Pinçon & de la Fauvette, sur le retour de la Fauvette du Jardin de l’Hostel de C]	Mercure Galant, juillet, 1688, p. 82-87
MG-1688-07_121	5398	[La Solitude, Idille]	Mercure Galant, juillet, 1688, p. 121-131
MG-1688-07_131	2914	[Methode complete de l’Art du Blason]	Mercure Galant, juillet, 1688, p. 131-137
MG-1688-07_137	4219	[Nouveau Reglement utile à ceux qui font profession de Lettres, & qui les aiment]	Mercure Galant, juillet, 1688, p. 137-146
MG-1688-07_154	14112	[Histoire]	Mercure Galant, juillet, 1688, p. 154-183
MG-1688-07_183	4331	[Ce qui s'est passé en Angleterre à la Naissance du Prince de Galles, & les réjoüissances faites à Paris, & en plusieurs Villes de France, sur ce sujet]	Mercure Galant, juillet, 1688, p. 183-201
MG-1688-07_201	13053	[Ce qui s’est passé à l’AcadEmie Françoise, le jour de la reception de M. de la Chapelle, avec le Discours qu’il a prononcé]	Mercure Galant, juillet, 1688, p. 201-226
MG-1688-07_227	8563	[Le Genie, Ouvrage de M. Perrault]	Mercure Galant, juillet, 1688, p. 227-244
MG-1688-07_247	13343	[Tout ce qui s'est passé au Mariage de Monsieur le Prince de Conty]	Mercure Galant, juillet, 1688, p. 247-283
MG-1688-07_301	3915	[Autre article touchant les réjoüissances faites à Paris, pour la naissance du Prince de Galles]	Mercure Galant, juillet, 1688, p. 301-319
MG-1688-07_320	797	[Parution de la sixième partie de l’Histoire de Hongrie]*	Mercure Galant, juillet, 1688, p. 320-321
MG-1688-07_322	1036	[Livres de Musique de M. Martin]	Mercure Galant, juillet, 1688, p. 322-323
MG-1688-07_330	876	[Air]*	Mercure Galant, juillet, 1688, p. 330-331
MG-1688-07_337	484	[Errata]*	Mercure Galant, juillet, 1688, p. 337-338
MG-1688-08_007	1955	[Sonnet]	Mercure Galant, août, 1688, p. 7-11
MG-1688-08_011	3746	[Ouvrage lû à l’Academie Françoise le jour de la Reception de M. de la Chapelle]	Mercure Galant, août, 1688, p. 11-18
MG-1688-08_084	10440	[Dialogue d’un Catholique & d’un Protestant touchant le Livre de M. de Meaux, intitulé Histoire des Variations]	Mercure Galant, août, 1688, p. 84-105
MG-1688-08_112	4390	La blessure imaginaire	Mercure Galant, août, 1688, p. 112-120
MG-1688-08_180	5641	[Relation universelle de l’Afrique Ancienne & Moderne]	Mercure Galant, août, 1688, p. 180-192
MG-1688-08_197	12060	Histoire	Mercure Galant, août, 1688, p. 197-222
MG-1688-08_222	565	[Discours fait à l'Academie de Villefranche par M. Bernard de Hautmont de Saumur, le jour de sa reception]	Mercure Galant, août, 1688, p. 222-223
MG-1688-08_246	1146	[Grande Feste donnée par Milord Stafort pour la mesme naissance]	Mercure Galant, août, 1688, p. 246-259
MG-1688-08_259	846	[Vers de Mr Tonti sur la magnifiscence de cette fête]*	Mercure Galant, août, 1688, p. 259-260
MG-1688-08_268	670	[Etablissement d'une nouvelle Ecole de Mathematique]	Mercure Galant, août, 1688, p. 268-270
MG-1688-08_282	622	[Mariage de Mademoiselle de Boucherat]	Mercure Galant, août, 1688, p. 282-283
MG-1688-08_284	1775	[Histoire de Normandie]	Mercure Galant, août, 1688, p. 284-288
MG-1688-08_288	1147	[L’Arithmetique raisonnée]	Mercure Galant, août, 1688, p. 288-290
MG-1688-08_290	367	[Secrets concernant la Beauté & la Santé]	Mercure Galant, août, 1688, p. 290-291
MG-1688-08_309	740	[Vers sur la mort du celebre Arlequin]	Mercure Galant, août, 1688, p. 309-310
MG-1688-08_322	759	[Feste de Chantilly]	Mercure Galant, août, 1688, p. 322-323
MG-1688-09a_007	3502	Portrait de Loüis le Grand	Mercure Galant, septembre, première partie, 1688, p. 7-14
MG-1688-09a_015	3625	[Extraits de plusieurs Discours prononcez en divers lieux le jour de la Feste de la S. Loüis]	Mercure Galant, septembre, première partie, 1688, p. 15-16, 28-30, 30-34
MG-1688-09a_036	5250	[Spectacle donné à Poitiers]	Mercure Galant, septembre, première partie, 1688, p. 36-46
MG-1688-09a_067	6004	Epithalame	Mercure Galant, septembre, première partie, 1688, p. 67-78
MG-1688-09a_104	12540	Voyage sur la Mer d’Amour. Dialogue	Mercure Galant, septembre, première partie, 1688, p. 104-131
MG-1688-09a_150	1546	[Lettre M. de Comiers à Madame de la Sabliere, touchant la conduite des Eaux]	Mercure Galant, septembre, première partie, 1688, p. 150-151, 182-184
MG-1688-09a_192	8623	Daphnis. Eglogue	Mercure Galant, septembre, première partie, 1688, p. 192-209
